id,text,label
4774,airway obstruction,emergency
3910,difficulty breathing started suddenly,emergency
863,began after eating: watery eyes,self-monitor
4866,Started suddenly: one-sided weakness started suddenly,emergency
3658,dehydration need urgent check,urgent-care
3896,one-sided weakness started suddenly call emergency services cut while working,emergency
834,sneezing no shortness of breath or chest pain.,self-monitor
2936,fainting started since this morning,urgent-care
7,joint pain no shortness of breath or chest pain,self-monitor
4338,woke up with: one-sided weakness started suddenly,emergency
3124,confusion.,urgent-care
1300,ear pain and watery eyes for 2 days symptoms are getting worse,doctor
3828,airway obstruction started suddenly,emergency
474,I'm 62 dizziness,self-monitor
3886,Airway obstruction started suddenly call emergency services,emergency
3857,Difficulty breathing started suddenly call emergency services.,emergency
621,Headache,self-monitor
4348,slurred speech started suddenly loss of consciousness.,emergency
4775,Sudden confusion call emergency services,emergency
1483,I am 25 years old sinus pain for several hours,doctor
500,Sneezing,self-monitor
3023,moderate chest pain started 1 day need urgent check,urgent-care
1808,Age 18 productive cough and nausea intermittently.,doctor
4108,suspected stroke started suddenly call emergency services,emergency
3066,A child aged 8 severe abdominal pain,urgent-care
4562,Sudden confusion call emergency services,emergency
1982,sinus pain and mild cough since yesterday symptoms are getting worse,doctor
4845,very low blood pressure,emergency
1998,ear pain and lightheadedness for 1 day,doctor
880,Lightheadedness no shortness of breath or chest pain,self-monitor
2521,sudden dizziness started intermittently,urgent-care
897,Started suddenly: tiredness no shortness of breath or chest pain,self-monitor
2159,Vomiting for 1 day,doctor
1068,I'm 62 tiredness for 2 days no shortness of breath or chest pain,self-monitor
4405,difficulty breathing started suddenly,emergency
2045,I am 25 years old vision changes since this morning symptoms are getting worse.,doctor
2530,fainting,urgent-care
2496,I am 25 years old abdominal pain and chills since yesterday symptoms are getting worse,doctor
2880,Moderate chest pain following a car accident.,urgent-care
1790,severe sore throat and lightheadedness since this morning symptoms are getting worse.,doctor
3183,difficulty breathing started a week,urgent-care
4423,Unconscious started suddenly call emergency services,emergency
3940,slurred speech,emergency
2442,Significant weight loss intermittently symptoms are getting worse,doctor
974,after the accident: dizziness for a week no shortness of breath or chest pain,self-monitor
314,Diarrhea for 3 days no shortness of breath or chest pain.,self-monitor
636,A 70-year-old chills for 3 days no shortness of breath or chest pain,self-monitor
3955,Severe chest pain.,emergency
2286,worsening cough and dizziness since yesterday symptoms are getting worse,doctor
3934,slurred speech started suddenly.,emergency
4545,very low blood pressure,emergency
976,Muscle ache,self-monitor
1025,chills,self-monitor
102,Stuffy nose no shortness of breath or chest pain.,self-monitor
3667,severe vomiting,urgent-care
940,Chills for a week.,self-monitor
2501,worsening shortness of breath started 3 days need urgent check,urgent-care
4295,unconscious started suddenly,emergency
3625,moderate chest pain,urgent-care
71,low fever no shortness of breath or chest pain,self-monitor
3542,I'm 62 severe vomiting started several hours need urgent check hit head on the floor,urgent-care
3949,Severe bleeding,emergency
1553,A child aged 8 vomiting and diarrhea intermittently,doctor
1221,I'm 62 muscle ache no shortness of breath or chest pain,self-monitor
1614,persistent bleeding since this morning.,doctor
3266,Severe abdominal pain started 2 days.,urgent-care
2730,Severe vomiting started a week,urgent-care
2188,A 70-year-old vomiting and mild stomach pain for 2 days symptoms are getting worse,doctor
2093,blood in stool for 1 day,doctor
3098,High fever with rash started 1 day.,urgent-care
2096,productive cough and itchy eyes for 1 day,doctor
3635,A 70-year-old dehydration started a week,urgent-care
3919,suspected stroke started suddenly,emergency
552,Fatigue.,self-monitor
1299,Ear pain and lightheadedness for several hours,doctor
656,lightheadedness,self-monitor
1304,I'm 62 severe sore throat since yesterday,doctor
3028,A child aged 8 severe vomiting started several hours,urgent-care
1198,back ache for a week,self-monitor
4504,seizure started suddenly.,emergency
280,Tiredness,self-monitor
2117,strong cough since yesterday symptoms are getting worse,doctor
1268,New lump for several hours symptoms are getting worse.,doctor
1987,Sinus pain for 3 days symptoms are getting worse,doctor
1488,Vision changes and fatigue for several hours,doctor
3281,Worsening shortness of breath started intermittently,urgent-care
2842,Confusion,urgent-care
1723,Age 18 worsening cough for 3 days,doctor
1250,Age 18 mild cough,self-monitor
1060,mild stomach pain,self-monitor
1234,Mild stomach pain no shortness of breath or chest pain.,self-monitor
4723,Suspected stroke sustained blunt trauma,emergency
3576,A 40-year-old worsening shortness of breath started 3 days,urgent-care
414,A child aged 8 mild stomach pain,self-monitor
4255,severe chest pain started suddenly,emergency
1574,blood in stool and joint pain for 3 days,doctor
3332,confusion started 3 days need urgent check,urgent-care
4113,woke up with: severe head trauma started suddenly,emergency
8,after exercise: sore throat for 1 day,self-monitor
4873,airway obstruction started suddenly call emergency services.,emergency
1054,tiredness no shortness of breath or chest pain,self-monitor
2331,productive cough and headache for 3 days,doctor
946,Headache for a week.,self-monitor
1688,started suddenly: Age 18 persistent fever and mild stomach pain since this morning symptoms are getting worse,doctor
1478,persistent bleeding and sore throat for 1 day,doctor
4867,difficulty breathing started suddenly,emergency
1835,high fever and joint pain for a week,doctor
442,mild cough intermittently,self-monitor
2781,sudden dizziness started a week need urgent check,urgent-care
515,nausea for 3 days no shortness of breath or chest pain,self-monitor
1256,After exercise: ear pain and mild cough intermittently.,doctor
3418,after exercise: I am 25 years old confusion,urgent-care
3224,sudden dizziness started 2 days,urgent-care
1027,Nausea since yesterday,self-monitor
2005,A 40-year-old persistent bleeding and dizziness for 1 day,doctor
1184,chills for 2 days after a sports injury,self-monitor
226,Runny nose for several hours.,self-monitor
3128,Severe vomiting.,urgent-care
3684,dehydration started intermittently,urgent-care
3954,Suspected stroke,emergency
601,stuffy nose,self-monitor
3452,confusion started a week,urgent-care
1910,Significant weight loss and back ache for 3 days.,doctor
1208,After the accident: watery eyes no shortness of breath or chest pain,self-monitor
1441,Persistent fever since this morning,doctor
4471,Severe chest pain,emergency
1799,Age 18 strong cough and watery eyes for a week symptoms are getting worse.,doctor
4329,suspected stroke started suddenly.,emergency
3012,A child aged 8 worsening shortness of breath.,urgent-care
1139,Tiredness,self-monitor
4488,severe chest pain started suddenly,emergency
4657,Suspected stroke,emergency
3734,started gradually: fainting need urgent check,urgent-care
3926,Started suddenly: severe head trauma started suddenly,emergency
1113,Began after eating: tiredness for a week no shortness of breath or chest pain,self-monitor
4103,Severe chest pain started suddenly,emergency
1051,Joint pain no shortness of breath or chest pain,self-monitor
2431,Blood in stool and muscle ache for 1 day.,doctor
2399,A 40-year-old worsening cough and headache since yesterday hit head on the floor,doctor
2084,new lump for 2 days,doctor
4659,One-sided weakness started suddenly,emergency
4671,Severe bleeding,emergency
3381,severe vomiting,urgent-care
4725,Suspected stroke.,emergency
339,Fatigue for 1 day no shortness of breath or chest pain.,self-monitor
4244,Started gradually: severe head trauma call emergency services,emergency
3359,Severe abdominal pain started intermittently,urgent-care
3822,very low blood pressure started suddenly,emergency
4782,Difficulty breathing call emergency services,emergency
111,I am 25 years old stuffy nose no shortness of breath or chest pain,self-monitor
1337,Severe sore throat and mild stomach pain for a week,doctor
2376,vomiting for 3 days symptoms are getting worse.,doctor
4904,one-sided weakness started suddenly.,emergency
3613,started gradually: severe vomiting started a week need urgent check.,urgent-care
4028,After exercise: unconscious call emergency services.,emergency
3765,Slurred speech call emergency services,emergency
2220,persistent fever and itchy eyes for several hours.,doctor
1545,ear pain and runny nose for several hours after a sports injury,doctor
4343,suspected stroke started suddenly call emergency services,emergency
3785,Difficulty breathing.,emergency
1050,stuffy nose,self-monitor
1110,tiredness no shortness of breath or chest pain.,self-monitor
3986,after the accident: difficulty breathing started suddenly call emergency services.,emergency
4506,Unconscious call emergency services,emergency
412,stuffy nose.,self-monitor
3497,moderate chest pain started since yesterday need urgent check,urgent-care
4498,slurred speech.,emergency
4773,Difficulty breathing,emergency
4909,Severe chest pain started suddenly.,emergency
2965,Severe vomiting started 3 days,urgent-care
3640,fainting started since yesterday.,urgent-care
1005,A child aged 8 stuffy nose for 3 days no shortness of breath or chest pain.,self-monitor
2852,started gradually: high fever with rash started intermittently,urgent-care
3099,Fainting started several hours,urgent-care
477,Sneezing.,self-monitor
4334,Airway obstruction started suddenly,emergency
2356,Persistent fever and stuffy nose since yesterday.,doctor
3393,woke up with: sudden dizziness need urgent check.,urgent-care
625,diarrhea for 2 days.,self-monitor
4537,severe bleeding started suddenly,emergency
873,fatigue no shortness of breath or chest pain,self-monitor
4757,started suddenly: slurred speech started suddenly,emergency
2736,I am 25 years old fainting need urgent check.,urgent-care
1384,persistent fever and stuffy nose since yesterday,doctor
2606,severe abdominal pain,urgent-care
2608,Severe abdominal pain started 1 day,urgent-care
2946,A 40-year-old severe abdominal pain started 3 days.,urgent-care
4259,one-sided weakness started suddenly,emergency
4441,After the accident: very low blood pressure,emergency
4407,severe head trauma,emergency
4401,Sudden confusion started suddenly.,emergency
3175,high fever with rash,urgent-care
3880,suspected stroke loss of consciousness,emergency
1873,A 70-year-old blood in stool and headache for 3 days,doctor
41,A 70-year-old watery eyes,self-monitor
4399,Difficulty breathing call emergency services,emergency
544,began after eating: chills,self-monitor
3373,after exercise: severe vomiting started a week,urgent-care
434,A child aged 8 mild cough,self-monitor
561,runny nose no shortness of breath or chest pain,self-monitor
2106,strong cough and itchy eyes since yesterday symptoms are getting worse hit head on the floor,doctor
179,Watery eyes no shortness of breath or chest pain,self-monitor
3912,severe head trauma loss of consciousness.,emergency
1709,After exercise: A child aged 8 worsening cough for several hours,doctor
220,runny nose for several hours no shortness of breath or chest pain,self-monitor
2597,moderate chest pain,urgent-care
4603,severe bleeding started suddenly call emergency services,emergency
1851,after the accident: significant weight loss and sneezing for 1 day,doctor
1579,Began after eating: I'm 62 strong cough for several hours.,doctor
379,Diarrhea,self-monitor
4004,severe chest pain started suddenly,emergency
720,after the accident: lightheadedness no shortness of breath or chest pain,self-monitor
1655,Sinus pain for several hours,doctor
4474,Severe chest pain started suddenly.,emergency
1508,Severe sore throat for 2 days,doctor
2266,Productive cough and back ache for 3 days symptoms are getting worse.,doctor
1714,strong cough and tiredness for several hours,doctor
3979,Airway obstruction started suddenly call emergency services,emergency
1993,blood in stool for 2 days.,doctor
4398,Severe bleeding started suddenly.,emergency
4063,Suspected stroke loss of consciousness,emergency
2512,severe abdominal pain,urgent-care
639,A child aged 8 low fever for several hours,self-monitor
3509,A 70-year-old fainting started since yesterday,urgent-care
1371,A child aged 8 persistent fever and lightheadedness since yesterday symptoms are getting worse,doctor
3599,Severe abdominal pain started intermittently need urgent check.,urgent-care
4935,one-sided weakness started suddenly,emergency
335,A child aged 8 fatigue.,self-monitor
193,chills for a week no shortness of breath or chest pain,self-monitor
665,Mild stomach pain.,self-monitor
3114,started gradually: difficulty breathing started 1 day need urgent check,urgent-care
669,low fever,self-monitor
2052,Persistent bleeding intermittently,doctor
1674,A 40-year-old sinus pain since this morning symptoms are getting worse.,doctor
953,Dizziness,self-monitor
4473,sudden confusion call emergency services.,emergency
2133,vomiting and runny nose for a week.,doctor
4889,airway obstruction.,emergency
4885,Started suddenly: severe bleeding after a sports injury,emergency
1008,I am 25 years old chills no shortness of breath or chest pain,self-monitor
914,itchy eyes since yesterday no shortness of breath or chest pain.,self-monitor
3897,One-sided weakness.,emergency
4038,Suspected stroke call emergency services.,emergency
373,mild cough since this morning,self-monitor
2618,woke up with: Age 18 confusion started several hours need urgent check.,urgent-care
3305,Severe vomiting started 2 days need urgent check,urgent-care
4630,Severe head trauma started suddenly call emergency services following a car accident.,emergency
1361,persistent bleeding intermittently,doctor
4877,severe chest pain,emergency
2351,sinus pain and nausea for a week,doctor
1938,persistent fever and sneezing for a week,doctor
2735,after the accident: sudden dizziness need urgent check.,urgent-care
3027,Confusion started several hours need urgent check,urgent-care
1399,A 40-year-old vomiting and mild cough for several hours.,doctor
3440,confusion,urgent-care
4684,unconscious.,emergency
3718,high fever with rash started 3 days need urgent check,urgent-care
3645,moderate chest pain started 2 days need urgent check,urgent-care
919,mild stomach pain no shortness of breath or chest pain,self-monitor
144,tiredness no shortness of breath or chest pain,self-monitor
1055,after the accident: muscle ache no shortness of breath or chest pain,self-monitor
4410,difficulty breathing call emergency services.,emergency
4556,seizure,emergency
2769,woke up with: moderate chest pain started 1 day need urgent check,urgent-care
2017,began after eating: worsening cough and sore throat since this morning symptoms are getting worse,doctor
4730,One-sided weakness started suddenly,emergency
978,nausea for 2 days,self-monitor
392,fatigue,self-monitor
3217,High fever with rash.,urgent-care
2568,Severe vomiting,urgent-care
3490,Started gradually: severe abdominal pain started since yesterday,urgent-care
915,itchy eyes no shortness of breath or chest pain.,self-monitor
3877,Suspected stroke started suddenly,emergency
3397,Severe vomiting started 3 days.,urgent-care
4375,severe bleeding.,emergency
4074,slurred speech.,emergency
3280,high fever with rash need urgent check,urgent-care
2209,Persistent fever and back ache for 3 days.,doctor
510,headache intermittently no shortness of breath or chest pain,self-monitor
2894,Fainting started 1 day,urgent-care
180,low fever no shortness of breath or chest pain.,self-monitor
2043,Sinus pain and dizziness for 1 day,doctor
400,stuffy nose,self-monitor
3133,A 40-year-old severe vomiting started 1 day,urgent-care
1127,lightheadedness,self-monitor
4216,suspected stroke,emergency
673,headache,self-monitor
1207,low fever no shortness of breath or chest pain,self-monitor
2094,blood in stool for 1 day.,doctor
764,Diarrhea for several hours.,self-monitor
2589,High fever with rash need urgent check,urgent-care
3546,Began after eating: severe vomiting started 2 days need urgent check,urgent-care
3203,started suddenly: severe vomiting started a week,urgent-care
2881,Worsening shortness of breath.,urgent-care
61,fatigue for several hours,self-monitor
70,low fever,self-monitor
2422,ear pain and muscle ache for 2 days symptoms are getting worse,doctor
2549,Started suddenly: dehydration started intermittently,urgent-care
1396,vomiting and nausea for 1 day,doctor
3566,I am 25 years old high fever with rash started several hours need urgent check,urgent-care
4014,slurred speech started suddenly following a car accident,emergency
579,Diarrhea intermittently no shortness of breath or chest pain,self-monitor
1192,A child aged 8 tiredness since yesterday,self-monitor
3282,fainting started a week,urgent-care
141,Mild cough.,self-monitor
3109,High fever with rash,urgent-care
3290,Worsening shortness of breath need urgent check,urgent-care
4367,Severe head trauma call emergency services.,emergency
1949,Vision changes since yesterday.,doctor
4714,severe bleeding started suddenly call emergency services.,emergency
2401,Severe sore throat and diarrhea for several hours symptoms are getting worse after a fall.,doctor
1047,Tiredness since this morning,self-monitor
4083,unconscious.,emergency
1702,vision changes for 1 day symptoms are getting worse,doctor
4549,Airway obstruction,emergency
2302,woke up with: A 70-year-old ear pain and sore throat for 2 days.,doctor
3188,difficulty breathing started since yesterday need urgent check,urgent-care
3592,severe abdominal pain,urgent-care
3180,woke up with: fainting started 1 day,urgent-care
2110,A 40-year-old significant weight loss and mild cough since yesterday symptoms are getting worse,doctor
2011,A 40-year-old vision changes and watery eyes since this morning,doctor
2473,strong cough for 2 days,doctor
460,started gradually: back ache.,self-monitor
1303,vision changes and mild cough since this morning symptoms are getting worse,doctor
3529,sudden dizziness started since this morning need urgent check.,urgent-care
980,sore throat,self-monitor
4308,slurred speech.,emergency
4158,seizure started suddenly.,emergency
2699,Worsening shortness of breath started since yesterday,urgent-care
1204,Mild stomach pain no shortness of breath or chest pain,self-monitor
2127,severe sore throat and stuffy nose since yesterday,doctor
1155,stuffy nose,self-monitor
1251,vision changes and low fever for several hours,doctor
222,mild stomach pain no shortness of breath or chest pain,self-monitor
3602,high fever with rash started 2 days need urgent check,urgent-care
742,Muscle ache no shortness of breath or chest pain,self-monitor
581,lightheadedness,self-monitor
3844,started gradually: one-sided weakness,emergency
2079,Vomiting and itchy eyes for 3 days symptoms are getting worse.,doctor
3402,sudden dizziness started 2 days,urgent-care
207,Mild cough,self-monitor
4645,very low blood pressure started suddenly,emergency
708,Mild stomach pain,self-monitor
706,I'm 62 low fever,self-monitor
3881,Airway obstruction,emergency
2766,started suddenly: confusion started a week,urgent-care
787,started suddenly: tiredness for a week no shortness of breath or chest pain.,self-monitor
281,woke up with: headache since this morning cut while working,self-monitor
2969,Began after eating: A child aged 8 fainting started since yesterday need urgent check.,urgent-care
2100,new lump and mild cough for 2 days,doctor
3448,severe vomiting started 3 days,urgent-care
168,Fatigue,self-monitor
2646,started gradually: high fever with rash,urgent-care
4897,One-sided weakness call emergency services,emergency
3331,Difficulty breathing started since this morning.,urgent-care
3111,Age 18 dehydration started intermittently,urgent-care
3990,severe bleeding call emergency services,emergency
2089,vision changes since yesterday,doctor
3055,dehydration,urgent-care
1007,Runny nose no shortness of breath or chest pain,self-monitor
983,Headache for 3 days no shortness of breath or chest pain,self-monitor
4324,One-sided weakness loss of consciousness.,emergency
2465,severe sore throat for several hours symptoms are getting worse,doctor
3162,high fever with rash.,urgent-care
1988,new lump and mild cough for 2 days symptoms are getting worse,doctor
2062,Age 18 new lump and back ache since yesterday.,doctor
2006,Age 18 blood in stool and mild stomach pain intermittently,doctor
593,Started gradually: fatigue,self-monitor
403,fatigue intermittently no shortness of breath or chest pain,self-monitor
3122,sudden dizziness need urgent check,urgent-care
3107,I'm 62 moderate chest pain,urgent-care
3598,difficulty breathing started 1 day need urgent check,urgent-care
4960,Seizure call emergency services,emergency
4910,severe bleeding started suddenly,emergency
4736,Difficulty breathing started suddenly loss of consciousness,emergency
1812,productive cough since yesterday symptoms are getting worse,doctor
3708,Dehydration,urgent-care
2579,sudden dizziness started 3 days,urgent-care
334,chills since this morning.,self-monitor
1129,Watery eyes no shortness of breath or chest pain,self-monitor
682,back ache for several hours,self-monitor
4302,airway obstruction started suddenly call emergency services,emergency
4896,Severe head trauma,emergency
385,chills since this morning.,self-monitor
828,sore throat no shortness of breath or chest pain,self-monitor
4997,began after eating: suspected stroke call emergency services,emergency
655,Watery eyes no shortness of breath or chest pain.,self-monitor
3835,slurred speech,emergency
2739,high fever with rash started 1 day hit head on the floor,urgent-care
3594,Difficulty breathing started intermittently need urgent check,urgent-care
4163,Slurred speech started suddenly,emergency
2499,A child aged 8 sinus pain and fatigue for 2 days,doctor
1939,I am 25 years old sinus pain and sore throat intermittently,doctor
3262,A 40-year-old worsening shortness of breath started 2 days.,urgent-care
958,Stuffy nose for 1 day no shortness of breath or chest pain,self-monitor
945,Fatigue.,self-monitor
2953,started suddenly: fainting,urgent-care
492,A 40-year-old headache intermittently.,self-monitor
359,started gradually: chills no shortness of breath or chest pain,self-monitor
2789,After exercise: difficulty breathing need urgent check,urgent-care
2888,confusion started 1 day,urgent-care
4322,Severe chest pain started suddenly call emergency services.,emergency
2821,worsening shortness of breath started 1 day need urgent check,urgent-care
2713,A 40-year-old confusion need urgent check,urgent-care
4726,Severe bleeding.,emergency
2580,High fever with rash need urgent check,urgent-care
363,Muscle ache no shortness of breath or chest pain,self-monitor
4801,after the accident: severe bleeding,emergency
2299,worsening cough since yesterday.,doctor
463,tiredness,self-monitor
12,low fever,self-monitor
3567,A 40-year-old high fever with rash.,urgent-care
4483,unconscious started suddenly,emergency
2166,sinus pain and mild stomach pain since yesterday,doctor
2895,Confusion need urgent check,urgent-care
3648,Dehydration,urgent-care
1940,productive cough for 2 days symptoms are getting worse.,doctor
3013,Difficulty breathing started a week,urgent-care
2215,Persistent bleeding and runny nose since this morning symptoms are getting worse,doctor
4543,severe bleeding call emergency services,emergency
4680,Airway obstruction started suddenly call emergency services,emergency
349,I am 25 years old mild cough no shortness of breath or chest pain,self-monitor
2838,severe abdominal pain,urgent-care
2426,new lump and fatigue since yesterday,doctor
1101,Back ache.,self-monitor
2954,A 40-year-old severe vomiting started several hours need urgent check,urgent-care
4214,airway obstruction started suddenly,emergency
2097,started gradually: I'm 62 productive cough for a week,doctor
4215,airway obstruction started suddenly,emergency
4803,severe head trauma,emergency
1469,woke up with: severe sore throat and runny nose for 3 days following a car accident,doctor
1953,A child aged 8 blood in stool and nausea since this morning symptoms are getting worse.,doctor
4261,Unconscious started suddenly call emergency services,emergency
821,Joint pain for a week,self-monitor
4364,severe head trauma started suddenly call emergency services,emergency
4257,Airway obstruction started suddenly,emergency
2601,Fainting started 1 day,urgent-care
3799,Sudden confusion,emergency
1418,persistent bleeding and diarrhea since this morning.,doctor
2304,persistent fever and nausea since yesterday,doctor
798,I'm 62 headache intermittently no shortness of breath or chest pain.,self-monitor
3608,worsening shortness of breath started 2 days need urgent check.,urgent-care
1071,Age 18 joint pain no shortness of breath or chest pain,self-monitor
2462,ear pain and fatigue intermittently symptoms are getting worse,doctor
1069,diarrhea for 3 days,self-monitor
2884,A 40-year-old dehydration,urgent-care
4404,Severe head trauma call emergency services.,emergency
1923,New lump for several hours symptoms are getting worse,doctor
3200,Fainting started 1 day.,urgent-care
3898,airway obstruction loss of consciousness following a car accident,emergency
1370,after the accident: I am 25 years old persistent fever and joint pain since yesterday symptoms are getting worse.,doctor
4592,severe head trauma started suddenly,emergency
2391,vomiting and joint pain for a week symptoms are getting worse.,doctor
4965,slurred speech started suddenly call emergency services,emergency
3186,severe vomiting started a week,urgent-care
2902,Sudden dizziness started 1 day,urgent-care
2402,persistent fever and dizziness since yesterday,doctor
4067,Sudden confusion started suddenly call emergency services,emergency
1497,worsening cough for 2 days,doctor
1061,Diarrhea no shortness of breath or chest pain,self-monitor
3556,A child aged 8 severe vomiting started since this morning need urgent check,urgent-care
3125,Age 18 confusion started several hours need urgent check,urgent-care
2556,Sudden dizziness.,urgent-care
4709,Unconscious started suddenly following a car accident,emergency
112,diarrhea for several hours,self-monitor
564,runny nose after a fall,self-monitor
2696,I am 25 years old dehydration,urgent-care
316,Dizziness,self-monitor
3336,dehydration,urgent-care
4340,difficulty breathing started suddenly.,emergency
1846,ear pain and itchy eyes intermittently symptoms are getting worse,doctor
4812,unconscious started suddenly,emergency
4850,very low blood pressure call emergency services.,emergency
160,back ache for several hours no shortness of breath or chest pain,self-monitor
1020,Lightheadedness for 2 days no shortness of breath or chest pain,self-monitor
4280,Started suddenly: difficulty breathing.,emergency
4712,difficulty breathing started suddenly,emergency
4437,unconscious started suddenly.,emergency
171,itchy eyes no shortness of breath or chest pain.,self-monitor
3564,woke up with: fainting started since this morning,urgent-care
235,Watery eyes,self-monitor
2063,Blood in stool since this morning symptoms are getting worse.,doctor
3184,Sudden dizziness need urgent check.,urgent-care
3069,fainting,urgent-care
905,Itchy eyes for several hours no shortness of breath or chest pain.,self-monitor
3407,Sudden dizziness sustained blunt trauma,urgent-care
4572,suspected stroke call emergency services,emergency
1077,sneezing for 2 days,self-monitor
4731,Difficulty breathing started suddenly call emergency services,emergency
4177,unconscious started suddenly call emergency services,emergency
3794,started gradually: unconscious call emergency services,emergency
3969,Very low blood pressure started suddenly,emergency
1312,A 40-year-old abdominal pain and tiredness for 2 days,doctor
4325,unconscious.,emergency
2950,Started gradually: difficulty breathing.,urgent-care
4222,seizure call emergency services,emergency
3112,woke up with: severe vomiting started since yesterday,urgent-care
4142,seizure,emergency
2151,A 70-year-old vomiting and tiredness since yesterday,doctor
1408,after exercise: persistent bleeding and runny nose for 2 days,doctor
4852,Unconscious.,emergency
2991,difficulty breathing,urgent-care
1731,High fever and watery eyes intermittently,doctor
924,Nausea,self-monitor
2258,productive cough and headache since yesterday symptoms are getting worse,doctor
3472,High fever with rash started intermittently need urgent check,urgent-care
760,Fatigue.,self-monitor
3293,difficulty breathing started several hours,urgent-care
243,A 40-year-old runny nose.,self-monitor
3106,severe vomiting started 2 days need urgent check,urgent-care
3628,severe abdominal pain started since yesterday,urgent-care
19,Began after eating: sore throat,self-monitor
3817,Seizure started suddenly,emergency
3668,Severe abdominal pain started several hours,urgent-care
4224,after the accident: severe chest pain started suddenly,emergency
3752,Severe head trauma started suddenly call emergency services,emergency
1680,Age 18 productive cough and stuffy nose for 3 days,doctor
395,Mild cough,self-monitor
990,back ache for 1 day no shortness of breath or chest pain,self-monitor
2741,sudden dizziness started 1 day need urgent check,urgent-care
979,Itchy eyes,self-monitor
2547,Worsening shortness of breath started since this morning cut while working,urgent-care
3058,severe abdominal pain need urgent check,urgent-care
286,woke up with: runny nose since yesterday,self-monitor
2695,A 70-year-old high fever with rash,urgent-care
2658,started suddenly: confusion need urgent check,urgent-care
1426,high fever and chills for 1 day,doctor
3629,high fever with rash,urgent-care
4648,Very low blood pressure started suddenly call emergency services,emergency
296,nausea no shortness of breath or chest pain,self-monitor
2224,A 40-year-old blood in stool for 1 day,doctor
4635,Seizure started suddenly loss of consciousness,emergency
4718,severe head trauma,emergency
1532,persistent fever intermittently,doctor
4201,severe chest pain call emergency services,emergency
2412,A child aged 8 high fever since yesterday symptoms are getting worse,doctor
4479,very low blood pressure,emergency
1335,A 70-year-old new lump and fatigue for several hours symptoms are getting worse,doctor
2456,Woke up with: A child aged 8 persistent fever for 3 days.,doctor
135,Tiredness.,self-monitor
4765,slurred speech started suddenly,emergency
1377,Ear pain and runny nose for several hours symptoms are getting worse,doctor
2233,A 70-year-old strong cough since this morning,doctor
2930,A 70-year-old sudden dizziness started 1 day,urgent-care
4856,very low blood pressure.,emergency
2145,worsening cough and headache for 1 day,doctor
4345,One-sided weakness,emergency
3007,after the accident: I'm 62 high fever with rash need urgent check,urgent-care
4021,woke up with: severe bleeding started suddenly.,emergency
2967,A child aged 8 dehydration need urgent check,urgent-care
230,woke up with: watery eyes no shortness of breath or chest pain sustained blunt trauma,self-monitor
505,A 70-year-old lightheadedness,self-monitor
2206,A child aged 8 ear pain intermittently symptoms are getting worse,doctor
3706,A 70-year-old dehydration started several hours,urgent-care
836,Runny nose,self-monitor
3191,A child aged 8 difficulty breathing,urgent-care
4869,Unconscious started suddenly,emergency
2309,I'm 62 productive cough and mild stomach pain for several hours,doctor
24,I'm 62 dizziness for 3 days.,self-monitor
2577,severe vomiting,urgent-care
441,Tiredness,self-monitor
789,Joint pain for several hours no shortness of breath or chest pain,self-monitor
209,sore throat no shortness of breath or chest pain,self-monitor
3471,Severe vomiting started since yesterday,urgent-care
1720,Blood in stool and itchy eyes since this morning,doctor
1957,Age 18 worsening cough and sore throat for 1 day.,doctor
3468,dehydration started 1 day.,urgent-care
2353,A child aged 8 ear pain for 1 day,doctor
652,tiredness for several hours.,self-monitor
1004,fatigue intermittently no shortness of breath or chest pain,self-monitor
519,back ache no shortness of breath or chest pain,self-monitor
2044,A 40-year-old strong cough and runny nose for 1 day symptoms are getting worse,doctor
3748,A child aged 8 severe abdominal pain started since yesterday need urgent check,urgent-care
2474,Began after eating: I'm 62 vision changes and mild stomach pain for 3 days,doctor
4068,suspected stroke started suddenly call emergency services,emergency
736,headache after a sports injury,self-monitor
539,Mild stomach pain for 3 days no shortness of breath or chest pain,self-monitor
362,watery eyes.,self-monitor
58,stuffy nose since this morning,self-monitor
1063,A child aged 8 diarrhea since this morning no shortness of breath or chest pain,self-monitor
649,Dizziness.,self-monitor
2636,Difficulty breathing started 3 days need urgent check,urgent-care
3879,slurred speech,emergency
1094,Muscle ache no shortness of breath or chest pain,self-monitor
1173,joint pain.,self-monitor
2784,moderate chest pain started since this morning,urgent-care
4918,severe head trauma started suddenly loss of consciousness,emergency
1826,strong cough and joint pain since yesterday,doctor
4591,severe bleeding,emergency
3550,dehydration,urgent-care
4293,Slurred speech,emergency
2403,productive cough and runny nose for 1 day,doctor
4098,suspected stroke started suddenly call emergency services.,emergency
2716,After exercise: severe vomiting need urgent check,urgent-care
1860,persistent fever and lightheadedness intermittently symptoms are getting worse,doctor
1832,New lump and headache for 2 days,doctor
2566,moderate chest pain started a week need urgent check,urgent-care
1970,Blood in stool and nausea for a week.,doctor
3029,I am 25 years old difficulty breathing started 3 days,urgent-care
2260,ear pain and runny nose since yesterday symptoms are getting worse,doctor
2694,sudden dizziness.,urgent-care
1078,Age 18 stuffy nose since yesterday,self-monitor
800,A 70-year-old watery eyes since this morning no shortness of breath or chest pain,self-monitor
2582,fainting,urgent-care
751,started gradually: diarrhea for a week no shortness of breath or chest pain,self-monitor
3861,suspected stroke call emergency services,emergency
4691,Airway obstruction started suddenly call emergency services.,emergency
